id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified
1,1478941975671984129,https://twitter.com/SamSmit64246628/statuses/1478941975671984129,https://twitter.com/SamSmit64246628/statuses/1478941975671984129,SamSmit64246628,"RT @bougielemon: ultimate frisbee wasn't enough to match apparently 
#MAFS","ultimate frisbee wasn't enough to match apparently 
#MAFS",2022-01-05 23:10:19,Twitter Bot 1996,0,1,en,,retweet,,0,0,bougielemon,74012282,1478939810794553344,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
2,1478941966549372930,https://twitter.com/SamSmit64246628/statuses/1478941966549372930,https://twitter.com/SamSmit64246628/statuses/1478941966549372930,SamSmit64246628,"RT @smolnoella: sign: leo ♌️
age: not comfortable sharing 🥺
pronouns: she/her
height: 5’3 😶‍🌫️
fav colour: 💙💜🖤
fav sport: ultimate frisbee…","sign: leo ♌️
age: not comfortable sharing 🥺
pronouns: she/her
height: 5’3 😶‍🌫️
fav colour: 💙💜🖤
fav sport: ultimate frisbee or soccer ⚽️
fav game: acnh &amp; stardew
crush: secret 🤫✨
tagging: @SilvanaDeLeo2 @plantaroid @yanzltheclown @alexiecrossing @pabspls 💖 https://t.co/aJxYOteL1t",2022-01-05 23:10:16,Twitter Bot 1996,0,1,en,,quote,,0,0,smolnoella,1363866139382714368,1478935544486838273,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
3,1478939810794553344,https://twitter.com/bougielemon/statuses/1478939810794553344,https://twitter.com/bougielemon/statuses/1478939810794553344,bougielemon,"ultimate frisbee wasn't enough to match apparently 
#MAFS","ultimate frisbee wasn't enough to match apparently 
#MAFS",2022-01-05 23:01:42,Twitter for Android,0,1,en,,original,,0,0,,0,0,74012282,https://pbs.twimg.com/profile_images/1466265421619908615/ufHOoVYi_normal.jpg,2326,793,53,2009-09-13 20:23:05,"black, fat & queer
happy to be here ♒","Georgia, USA",
4,1478935544486838273,https://twitter.com/smolnoella/statuses/1478935544486838273,https://twitter.com/smolnoella/statuses/1478935544486838273,smolnoella,"sign: leo ♌️
age: not comfortable sharing 🥺
pronouns: she/her
height: 5’3 😶‍🌫️
fav colour: 💙💜🖤
fav sport: ultimate frisbee or soccer ⚽️
fav game: acnh &amp; stardew
crush: secret 🤫✨
tagging: @SilvanaDeLeo2 @plantaroid @yanzltheclown @alexiecrossing @pabspls 💖 https://t.co/aJxYOteL1t","sign: leo ♌️
age: not comfortable sharing 🥺
pronouns: she/her
height: 5’3 😶‍🌫️
fav colour: 💙💜🖤
fav sport: ultimate frisbee or soccer ⚽️
fav game: acnh &amp; stardew
crush: secret 🤫✨
tagging: @SilvanaDeLeo2 @plantaroid @yanzltheclown @alexiecrossing @pabspls 💖 https://t.co/aJxYOteL1t",2022-01-05 22:44:45,Twitter Web App,3,1,en,"sign: cancer sun, pisces moon, aries rising
age: 28🤎
pronouns: she/her
height: 5’0✨
fav color: green🌿 
fav sport: hockey 
fav game: acnh &amp; stardew
crush: my girlfriend🌈
tagging: @smolnoella @softpumpkinn @isleofgems_ @cosychey  
&amp; anyone who wants I ran out of space for more https://t.co/Fgk7xEn4qI",quote,witchycrossingg,1241504028141293570,1478796423206477838,,0,0,1363866139382714368,https://pbs.twimg.com/profile_images/1477528135189082113/pCgVq7ji_normal.jpg,5471,491,567,2021-02-22 10:00:10,she-her 🥞 // bi 💙 //💐 sdv ~ acnh 🌱🍃 // resident rep. for Avalon 🌳 // mentor for @monomipark //🌾cozy n comfy // video game addict and insomniac 💤,Lost in Neverland ✨,
5,1478911768734932993,https://twitter.com/SamSmit64246628/statuses/1478911768734932993,https://twitter.com/SamSmit64246628/statuses/1478911768734932993,SamSmit64246628,"RT @northcentralpa: In 2022, according to new research from Myprotein, we can expect rising interest in fitness ideas of functional fitness…","In 2022, according to new research from Myprotein, we can expect rising interest in fitness ideas of functional fitness, social exercise, and intuitive eating; and fitness styles like boxing, mixed martial arts, ultimate frisbee, and more. #NCPA https://t.co/YjgMrMhvcD",2022-01-05 21:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,northcentralpa,84736547,1478909190282563584,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
6,1478909190282563584,https://twitter.com/northcentralpa/statuses/1478909190282563584,https://twitter.com/northcentralpa/statuses/1478909190282563584,northcentralpa,"In 2022, according to new research from Myprotein, we can expect rising interest in fitness ideas of functional fitness, social exercise, and intuitive eating; and fitness styles like boxing, mixed martial arts, ultimate frisbee, and more. #NCPA https://t.co/YjgMrMhvcD","In 2022, according to new research from Myprotein, we can expect rising interest in fitness ideas of functional fitness, social exercise, and intuitive eating; and fitness styles like boxing, mixed martial arts, ultimate frisbee, and more. #NCPA https://t.co/YjgMrMhvcD",2022-01-05 21:00:02,BLOX CMS,0,1,en,,original,,0,0,,0,0,84736547,https://pbs.twimg.com/profile_images/1212082209303252992/yknorG9f_normal.jpg,43018,517,2256,2009-10-23 21:25:29,"News, articles and events from the Northcentral region of Pennsylvania","ÜT: 41.230596,-76.976382",
7,1478905723312558081,https://twitter.com/mushiialt/statuses/1478905723312558081,https://twitter.com/mushiialt/statuses/1478905723312558081,mushiialt,Ultimate frisbee https://t.co/DHT71lJ7ZK,Ultimate frisbee https://t.co/DHT71lJ7ZK,2022-01-05 20:46:15,Twitter for iPhone,2,0,en,77. a sport you’ve played or wanted to play?,quote,BooItsLoe,1281789431284826113,1478881115444178946,,0,0,1439699188770648067,https://pbs.twimg.com/profile_images/1478870914985086976/WCmen6eW_normal.jpg,1065,82,16,2021-09-19 17:13:38,MAIN ACCOUNT: @anonymoushi_ || sleepy man || 15,matching w @auxsyc my beloved,
8,1478897154307473411,https://twitter.com/SigO26BVelma/statuses/1478897154307473411,https://twitter.com/SigO26BVelma/statuses/1478897154307473411,SigO26BVelma,"@realPatriot_7 My previous BN OPT was one of three team sports. Rugby, ultimate football, or ultimate frisbee. Good luck. Some serious folks usually","@realPatriot_7 My previous BN OPT was one of three team sports. Rugby, ultimate football, or ultimate frisbee. Good luck. Some serious folks usually",2022-01-05 20:12:12,Twitter for iPhone,6,0,en,,reply,realPatriot_7,1307758639273443328,1478874391228334089,,0,0,1071172535545446400,https://pbs.twimg.com/profile_images/1071200387619786752/UT52TLDv_normal.jpg,28086,667,1357,2018-12-07 17:40:08,,,
9,1478880361820082183,https://twitter.com/schofeld/statuses/1478880361820082183,https://twitter.com/schofeld/statuses/1478880361820082183,schofeld,@taravancil Looks like an Ultimate Frisbee graphic? 🤔🥏,@taravancil Looks like an Ultimate Frisbee graphic? 🤔🥏,2022-01-05 19:05:29,Twitter for iPhone,0,0,en,,reply,taravancil,2540605710,1478877775436075011,,0,0,14300833,https://pbs.twimg.com/profile_images/1477329941050048512/qHu1Hty2_normal.jpg,48723,1114,1038,2008-04-04 04:13:27,"Hot under the collar, if I wore one. Luddite designer and wrangler of HTML/CSS/JS. Born at 320ppm. Trying to be a good ancestor.","Southsea, UK",
10,1478866469215744000,https://twitter.com/SamSmit64246628/statuses/1478866469215744000,https://twitter.com/SamSmit64246628/statuses/1478866469215744000,SamSmit64246628,RT @ripkb824: Halite and Mods vs Gojj and Mods Ultimate Frisbee lets make it happen @GrandmasterGojj @halite_hunter @hollywoodClutch @kyle_…,Halite and Mods vs Gojj and Mods Ultimate Frisbee lets make it happen @GrandmasterGojj @halite_hunter @hollywoodClutch @kyle_canty @Flowersjj18,2022-01-05 18:10:16,Twitter Bot 1996,0,1,en,,retweet,,0,0,ripkb824,1478627186055786496,1478856507890536454,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
11,1478856507890536454,https://twitter.com/ripkb824/statuses/1478856507890536454,https://twitter.com/ripkb824/statuses/1478856507890536454,ripkb824,Halite and Mods vs Gojj and Mods Ultimate Frisbee lets make it happen @GrandmasterGojj @halite_hunter @hollywoodClutch @kyle_canty @Flowersjj18,Halite and Mods vs Gojj and Mods Ultimate Frisbee lets make it happen @GrandmasterGojj @halite_hunter @hollywoodClutch @kyle_canty @Flowersjj18,2022-01-05 17:30:41,Twitter Web App,4,1,en,,original,,0,0,,0,0,1478627186055786496,https://pbs.twimg.com/profile_images/1478638864776499204/OS6f_F1K_normal.jpg,5,41,18,2022-01-05 02:19:47,YURRRRR Aka Rona,,
12,1478854532239183873,https://twitter.com/BenEdwa00058412/statuses/1478854532239183873,https://twitter.com/BenEdwa00058412/statuses/1478854532239183873,BenEdwa00058412,@FemaleIndy @calvinclaiborne I've just been itching to play ultimate frisbee again for some reason,@FemaleIndy @calvinclaiborne I've just been itching to play ultimate frisbee again for some reason,2022-01-05 17:22:50,Twitter for Android,1,0,en,,reply,FemaleIndy,1302499567548628993,1478853999809945608,,0,0,1273010616945573888,https://pbs.twimg.com/profile_images/1471830500302110722/Ams0WgZ7_normal.jpg,8171,160,96,2020-06-16 17:52:48,I love Charles Oliveira he is my favorite human and nothing can change that,,
13,1478851413690261504,https://twitter.com/BenEdwa00058412/statuses/1478851413690261504,https://twitter.com/BenEdwa00058412/statuses/1478851413690261504,BenEdwa00058412,@FemaleIndy @calvinclaiborne we gotta play ultimate frisbee at some point,@FemaleIndy @calvinclaiborne we gotta play ultimate frisbee at some point,2022-01-05 17:10:27,Twitter for Android,1,0,en,,original,,0,0,,0,0,1273010616945573888,https://pbs.twimg.com/profile_images/1471830500302110722/Ams0WgZ7_normal.jpg,8171,160,96,2020-06-16 17:52:48,I love Charles Oliveira he is my favorite human and nothing can change that,,
14,1478851401283481600,https://twitter.com/SamSmit64246628/statuses/1478851401283481600,https://twitter.com/SamSmit64246628/statuses/1478851401283481600,SamSmit64246628,RT @linkmapper: The last nerd who got chosen up to the ultimate frisbee team is holding the market $link https://t.co/3iIyc6DlJj,The last nerd who got chosen up to the ultimate frisbee team is holding the market $link https://t.co/3iIyc6DlJj,2022-01-05 17:10:24,Twitter Bot 1996,0,1,en,,retweet,,0,0,linkmapper,1183117480635576321,1478847646756388868,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
15,1478851375647936516,https://twitter.com/SamSmit64246628/statuses/1478851375647936516,https://twitter.com/SamSmit64246628/statuses/1478851375647936516,SamSmit64246628,RT @Katen: First ultimate frisbee of the year is in the books! 🥏,First ultimate frisbee of the year is in the books! 🥏,2022-01-05 17:10:18,Twitter Bot 1996,0,1,en,,retweet,,0,0,Katen,3226421,1478840328316542978,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
16,1478847646756388868,https://twitter.com/linkmapper/statuses/1478847646756388868,https://twitter.com/linkmapper/statuses/1478847646756388868,linkmapper,The last nerd who got chosen up to the ultimate frisbee team is holding the market $link https://t.co/3iIyc6DlJj,The last nerd who got chosen up to the ultimate frisbee team is holding the market $link https://t.co/3iIyc6DlJj,2022-01-05 16:55:29,Twitter for iPhone,0,1,en,,original,,0,0,,0,0,1183117480635576321,https://pbs.twimg.com/profile_images/1467052636608376833/4u_rG125_normal.jpg,5140,562,462,2019-10-12 16:29:33,$btc $link $vra I went to a Crypto Rave. No financial advice given. Peace and inclusion. https://t.co/DxwMhBeRse,,
17,1478842833717141513,https://twitter.com/smsaideman/statuses/1478842833717141513,https://twitter.com/smsaideman/statuses/1478842833717141513,smsaideman,"@Julie_C_Hwang 5 topics I can talk about for 30 minutes without any preparation:
1.  Civil-military relations
2.  NATO
3.  Ethnic Politics
4.  Why Ultimate Frisbee is a terrific sport
5.  How Harry Potter (or Star Wars) explains .... anything/everything.","@Julie_C_Hwang 5 topics I can talk about for 30 minutes without any preparation:
1.  Civil-military relations
2.  NATO
3.  Ethnic Politics
4.  Why Ultimate Frisbee is a terrific sport
5.  How Harry Potter (or Star Wars) explains .... anything/everything.",2022-01-05 16:36:21,TweetDeck,1,0,en,,reply,Julie_C_Hwang,938444938680983553,1478837026715799554,,0,0,58198180,https://pbs.twimg.com/profile_images/1273817101573206016/u8sWU0C2_normal.jpg,291642,1357,16912,2009-07-19 09:40:42,"IR, civil-military relations, NATO, ethnic conflict; Director, @CdsnRcds; I spew at https://t.co/BxgBNB9jme; co-host, https://t.co/LGS58WYMT8","Ottawa, Ontario",
18,1478841518823723008,https://twitter.com/SassyBlack_/statuses/1478841518823723008,https://twitter.com/SassyBlack_/statuses/1478841518823723008,SassyBlack_,@sirsuhayb I’m truly hyped. And lowkey waiting for the ultimate frisbee division 😂,@sirsuhayb I’m truly hyped. And lowkey waiting for the ultimate frisbee division 😂,2022-01-05 16:31:08,Twitter for iPhone,1,0,en,,reply,sirsuhayb,1200864288270962688,1478836180288483332,,0,0,1074590718,https://pbs.twimg.com/profile_images/1471202415986700291/AiTLen75_normal.jpg,10973,1844,8861,2013-01-09 13:59:50,High Priestess HologramFunk PsychedelicSoul. Creator. Gamer. NFTs. Seen @broadcity @vinylhbo. Heard @twentiesonbet @adultswim. Subscribe to my @bandcamp,Space,1
19,1478840328316542978,https://twitter.com/Katen/statuses/1478840328316542978,https://twitter.com/Katen/statuses/1478840328316542978,Katen,First ultimate frisbee of the year is in the books! 🥏,First ultimate frisbee of the year is in the books! 🥏,2022-01-05 16:26:24,TweetDeck,0,1,en,,original,,0,0,,0,0,3226421,https://pbs.twimg.com/profile_images/1478053529642168323/zspBECN9_normal.jpg,20967,1038,828,2007-04-02 12:02:44,Writer. Reader. Magic history & ultimate disc junky. Nebraskan in Arizona. Blog: https://t.co/CjA8BOmau0 // Wallpaper by https://t.co/Ptwc166wJt,Tempe,
20,1478838641409634308,https://twitter.com/aguadeflorero/statuses/1478838641409634308,https://twitter.com/aguadeflorero/statuses/1478838641409634308,aguadeflorero,RT @sexywaltwhitman: covid please calm down if i can’t play ultimate frisbee then what’s the point,covid please calm down if i can’t play ultimate frisbee then what’s the point,2022-01-05 16:19:42,Twitter for iPhone,0,3,en,,retweet,,0,0,sexywaltwhitman,963253000100831232,1478815585278570501,1440042446,https://pbs.twimg.com/profile_images/1477219672621785089/iZC_fWXP_normal.jpg,3115,48,39,2013-05-18 23:02:07,your local flower girl,,
21,1478837263056388101,https://twitter.com/khalstat/statuses/1478837263056388101,https://twitter.com/khalstat/statuses/1478837263056388101,khalstat,"Give me Turtle catches the frisbee; Frisbee Images, Stock Photos &amp; Vectors; Senior man throwing a Frisbee disk; Woman Catching Frisbee; Young Man throwing a Frisbee disk; and Ultimate Frisbee - High Res vector graphics","Give me Turtle catches the frisbee; Frisbee Images, Stock Photos &amp; Vectors; Senior man throwing a Frisbee disk; Woman Catching Frisbee; Young Man throwing a Frisbee disk; and Ultimate Frisbee - High Res vector graphics",2022-01-05 16:14:13,Twitter for iPhone,1,0,en,,reply,khalstat,1138914848119676928,1478836461503922178,,0,0,1138914848119676928,https://pbs.twimg.com/profile_images/1476763515763445770/bGaPT348_normal.jpg,7143,995,853,2019-06-12 17:03:54,Black Lives Matter | Pitt ‘24 | he/him,,
22,1478834434447220742,https://twitter.com/traceyakinsley/statuses/1478834434447220742,https://twitter.com/traceyakinsley/statuses/1478834434447220742,traceyakinsley,"RT @TCPalm: The family fun-fest features a dog parade, a canine costume contest, and performances by the world-famous Disconnected K-9 Fris…","The family fun-fest features a dog parade, a canine costume contest, and performances by the world-famous Disconnected K-9 Frisbee dogs and the equally impressive Ultimate Diving Dogs. https://t.co/pSBdSX51jA",2022-01-05 16:02:59,Twitter for Android,0,3,en,,retweet,,0,0,TCPalm,18457416,1478758192666529797,167393411,https://pbs.twimg.com/profile_images/1430684904258473989/HTZXSaDW_normal.jpg,143,200,88,2010-07-16 09:38:25,,Vero Beach,
23,1478821209387286528,https://twitter.com/SamSmit64246628/statuses/1478821209387286528,https://twitter.com/SamSmit64246628/statuses/1478821209387286528,SamSmit64246628,RT @sexywaltwhitman: covid please calm down if i can’t play ultimate frisbee then what’s the point,covid please calm down if i can’t play ultimate frisbee then what’s the point,2022-01-05 15:10:26,Twitter Bot 1996,0,3,en,,retweet,,0,0,sexywaltwhitman,963253000100831232,1478815585278570501,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
24,1478821170992619522,https://twitter.com/SamSmit64246628/statuses/1478821170992619522,https://twitter.com/SamSmit64246628/statuses/1478821170992619522,SamSmit64246628,RT @discdish1: A few quick ways to save money while playing Ultimate Frisbee! https://t.co/B8e6mpfWLk,A few quick ways to save money while playing Ultimate Frisbee! https://t.co/B8e6mpfWLk,2022-01-05 15:10:16,Twitter Bot 1996,0,1,en,,retweet,,0,0,discdish1,1202946234916491270,1478811767140720642,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
25,1478815585278570501,https://twitter.com/sexywaltwhitman/statuses/1478815585278570501,https://twitter.com/sexywaltwhitman/statuses/1478815585278570501,sexywaltwhitman,covid please calm down if i can’t play ultimate frisbee then what’s the point,covid please calm down if i can’t play ultimate frisbee then what’s the point,2022-01-05 14:48:05,Twitter for iPhone,7,3,en,,original,,0,0,,0,0,963253000100831232,https://pbs.twimg.com/profile_images/1467528727965937666/X5NNKHf6_normal.jpg,2561,397,172,2018-02-12 22:26:26,welcome to the shitshow // 22 she/her,houston,
26,1478811767140720642,https://twitter.com/discdish1/statuses/1478811767140720642,https://twitter.com/discdish1/statuses/1478811767140720642,discdish1,A few quick ways to save money while playing Ultimate Frisbee! https://t.co/B8e6mpfWLk,A few quick ways to save money while playing Ultimate Frisbee! https://t.co/B8e6mpfWLk,2022-01-05 14:32:54,Twitter for iPhone,0,1,en,,original,,0,0,,0,0,1202946234916491270,https://pbs.twimg.com/profile_images/1224521068242788352/z5XN2qAZ_normal.jpg,365,285,101,2019-12-06 08:41:56,"Ultimate Frisbee gear, tips, and info. Check us out at https://t.co/QjwffaQiiz",Minnesota,
27,1478791001829371905,https://twitter.com/SamSmit64246628/statuses/1478791001829371905,https://twitter.com/SamSmit64246628/statuses/1478791001829371905,SamSmit64246628,RT @Graham_Thomas: Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/U3bfoQ8vHe via @Dai_Sport_,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/U3bfoQ8vHe via @Dai_Sport_,2022-01-05 13:10:24,Twitter Bot 1996,0,2,en,,retweet,,0,0,Graham_Thomas,46240426,1478779664650981380,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
28,1478790971534061569,https://twitter.com/SamSmit64246628/statuses/1478790971534061569,https://twitter.com/SamSmit64246628/statuses/1478790971534061569,SamSmit64246628,RT @TheAllStarGame1: My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales https://t.co/KzFCe…,My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales https://t.co/KzFCeK9wQD,2022-01-05 13:10:16,Twitter Bot 1996,0,3,en,,quote,,0,0,TheAllStarGame1,1383122348891594752,1478778465361047560,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
29,1478779886366040066,https://twitter.com/Graham_Thomas/statuses/1478779886366040066,https://twitter.com/Graham_Thomas/statuses/1478779886366040066,Graham_Thomas,RT @TheAllStarGame1: My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales,My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales https://t.co/KzFCeK9wQD,2022-01-05 12:26:13,Twitter for Android,0,3,en,,quote,,0,0,TheAllStarGame1,1383122348891594752,1478778465361047560,46240426,https://pbs.twimg.com/profile_images/3440127063/4048ed9b15095d000fbd73078fb4af9f_normal.jpeg,22620,1660,4675,2009-06-10 18:11:10,"Sports journalist - Sky Sports News, The Sunday Mirror, DAZN, https://t.co/mqliY6AUHe My views only.",,
30,1478779732774825988,https://twitter.com/Dai_Sport_/statuses/1478779732774825988,https://twitter.com/Dai_Sport_/statuses/1478779732774825988,Dai_Sport_,RT @Graham_Thomas: Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/U3bfoQ8vHe via @Dai_Sport_,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/U3bfoQ8vHe via @Dai_Sport_,2022-01-05 12:25:37,Twitter for iPhone,0,2,en,,retweet,,0,0,Graham_Thomas,46240426,1478779664650981380,4795290373,https://pbs.twimg.com/profile_images/700827213810298881/WM9uJ5KX_normal.jpg,48125,2655,4312,2016-01-21 16:58:21,"A breath of Welsh sport at https://t.co/hmwfioBQPA. No unwanted videos, no clickbait, just sport.......... Wales Media Awards Winner 2020",Wales,
31,1478779664650981380,https://twitter.com/Graham_Thomas/statuses/1478779664650981380,https://twitter.com/Graham_Thomas/statuses/1478779664650981380,Graham_Thomas,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/U3bfoQ8vHe via @Dai_Sport_,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/U3bfoQ8vHe via @Dai_Sport_,2022-01-05 12:25:21,Twitter for Android,3,2,en,,original,,0,0,,0,0,46240426,https://pbs.twimg.com/profile_images/3440127063/4048ed9b15095d000fbd73078fb4af9f_normal.jpeg,22620,1660,4675,2009-06-10 18:11:10,"Sports journalist - Sky Sports News, The Sunday Mirror, DAZN, https://t.co/mqliY6AUHe My views only.",,
32,1478779629683060737,https://twitter.com/Dai_Sport_/statuses/1478779629683060737,https://twitter.com/Dai_Sport_/statuses/1478779629683060737,Dai_Sport_,RT @TheAllStarGame1: My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales,My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales https://t.co/KzFCeK9wQD,2022-01-05 12:25:12,Twitter for iPhone,0,3,en,,quote,,0,0,TheAllStarGame1,1383122348891594752,1478778465361047560,4795290373,https://pbs.twimg.com/profile_images/700827213810298881/WM9uJ5KX_normal.jpg,48125,2655,4312,2016-01-21 16:58:21,"A breath of Welsh sport at https://t.co/hmwfioBQPA. No unwanted videos, no clickbait, just sport.......... Wales Media Awards Winner 2020",Wales,
33,1478778465361047560,https://twitter.com/TheAllStarGame1/statuses/1478778465361047560,https://twitter.com/TheAllStarGame1/statuses/1478778465361047560,TheAllStarGame1,My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales https://t.co/KzFCeK9wQD,My first published article with Dai Sport is up now. It's all about ultimate frisbee in South Wales https://t.co/KzFCeK9wQD,2022-01-05 12:20:35,Twitter for Android,3,3,en,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,quote,Dai_Sport_,4795290373,1478773845515378691,,0,0,1383122348891594752,https://pbs.twimg.com/profile_images/1411296341301542914/4hJyugW8_normal.jpg,185,117,5,2021-04-16 14:17:31,"Sports and Gaming Blog.

I look at the latest in sports, gaming, and sports gaming whilst also showcasing the best ones I discover along the way",,
34,1478778282548109313,https://twitter.com/Dai_Sport_/statuses/1478778282548109313,https://twitter.com/Dai_Sport_/statuses/1478778282548109313,Dai_Sport_,RT @Dai_Sport_: Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,2022-01-05 12:19:51,Twitter for iPhone,0,4,en,,retweet,,0,0,Dai_Sport_,4795290373,1478773845515378691,4795290373,https://pbs.twimg.com/profile_images/700827213810298881/WM9uJ5KX_normal.jpg,48125,2655,4312,2016-01-21 16:58:21,"A breath of Welsh sport at https://t.co/hmwfioBQPA. No unwanted videos, no clickbait, just sport.......... Wales Media Awards Winner 2020",Wales,
35,1478775872417157135,https://twitter.com/SamSmit64246628/statuses/1478775872417157135,https://twitter.com/SamSmit64246628/statuses/1478775872417157135,SamSmit64246628,RT @Dai_Sport_: Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,2022-01-05 12:10:16,Twitter Bot 1996,0,4,en,,retweet,,0,0,Dai_Sport_,4795290373,1478773845515378691,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
36,1478774439223468039,https://twitter.com/AllWalesSport/statuses/1478774439223468039,https://twitter.com/AllWalesSport/statuses/1478774439223468039,AllWalesSport,RT @Dai_Sport_: Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,2022-01-05 12:04:35,Twitter Web App,0,4,en,,retweet,,0,0,Dai_Sport_,4795290373,1478773845515378691,255000844,https://pbs.twimg.com/profile_images/1235248122588209152/QPrSd0lz_normal.jpg,250057,3181,17209,2011-02-20 08:13:29,Your first port of call for all things sporting in Wales. Get the results here first. Please note that a re-tweet is not always an endorsement.,,
37,1478773845515378691,https://twitter.com/Dai_Sport_/statuses/1478773845515378691,https://twitter.com/Dai_Sport_/statuses/1478773845515378691,Dai_Sport_,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,Welsh Ultimate Frisbee . . . Meet The Guys With The Olympics On Their Minds https://t.co/pOSSR0FP4b,2022-01-05 12:02:13,WordPress.com,2,4,en,,original,,0,0,,0,0,4795290373,https://pbs.twimg.com/profile_images/700827213810298881/WM9uJ5KX_normal.jpg,48125,2655,4312,2016-01-21 16:58:21,"A breath of Welsh sport at https://t.co/hmwfioBQPA. No unwanted videos, no clickbait, just sport.......... Wales Media Awards Winner 2020",Wales,
